review_id,job_id,date,rating,comment
1128,3775,2025-06-03,5,"Excellent service, on time and professional."
1129,3780,2025-05-31,5,Could not be happier. Highly recommend.
1130,3782,2025-06-02,5,Could not be happier. Highly recommend.
1131,3789,2025-05-31,2,Pricing was higher than quoted.
1132,3790,2025-06-05,5,Could not be happier. Highly recommend.
1133,3791,2025-06-05,3,Average experience.
1134,3794,2025-06-05,4,"Solid service, fair price."
1135,3796,2025-06-06,5,"Excellent service, on time and professional."
1136,3797,2025-06-02,4,"Solid service, fair price."
1137,3798,2025-06-04,5,"Excellent service, on time and professional."
1138,3803,2025-06-06,4,"Solid service, fair price."
1139,3805,2025-06-02,4,Happy with the repair overall.
1140,3806,2025-06-06,2,Pricing was higher than quoted.
1141,3810,2025-06-06,5,Could not be happier. Highly recommend.
1142,3811,2025-06-03,4,"Good work, arrived a little late but solved the issue."
1143,3815,2025-06-04,4,Happy with the repair overall.
1144,3816,2025-06-02,5,Could not be happier. Highly recommend.
1145,3819,2025-06-04,4,"Solid service, fair price."
1146,3836,2025-06-04,5,"Excellent service, on time and professional."
1147,3837,2025-06-03,5,"Excellent service, on time and professional."
1148,3841,2025-06-08,3,Average experience.
1149,3843,2025-06-06,5,"Excellent service, on time and professional."
1150,3845,2025-06-02,5,Technician fixed it fast and explained everything.
1151,3852,2025-06-06,4,"Good work, arrived a little late but solved the issue."
1152,3874,2025-06-07,4,Happy with the repair overall.
1153,3878,2025-06-07,3,"Okay service, communication could improve."
1154,3881,2025-06-04,1,Disappointed with the turnaround.
1155,3885,2025-06-05,5,Technician fixed it fast and explained everything.
1156,3887,2025-06-10,5,Could not be happier. Highly recommend.
1157,3888,2025-06-05,5,Could not be happier. Highly recommend.
1158,3895,2025-06-08,5,Could not be happier. Highly recommend.
1159,3898,2025-06-06,1,Issue was not fully resolved.
1160,3899,2025-06-06,3,Job got done but took longer than expected.
1161,3900,2025-06-04,5,Technician fixed it fast and explained everything.
1162,3906,2025-06-07,4,"Solid service, fair price."
1163,3907,2025-06-06,5,Could not be happier. Highly recommend.
1164,3908,2025-06-09,1,Disappointed with the turnaround.
1165,3919,2025-06-07,5,Could not be happier. Highly recommend.
1166,3920,2025-06-07,5,"Excellent service, on time and professional."
1167,3923,2025-06-08,5,"Excellent service, on time and professional."
1168,3926,2025-06-07,4,"Solid service, fair price."
1169,3930,2025-06-05,5,Technician fixed it fast and explained everything.
1170,3935,2025-06-08,1,Disappointed with the turnaround.
1171,3936,2025-06-11,5,"Excellent service, on time and professional."
1172,3939,2025-06-07,5,Technician fixed it fast and explained everything.
1173,3942,2025-06-07,5,Technician fixed it fast and explained everything.
1174,3945,2025-06-10,3,Job got done but took longer than expected.
1175,3947,2025-06-12,4,"Good work, arrived a little late but solved the issue."
1176,3950,2025-06-09,4,Happy with the repair overall.
1177,3957,2025-06-11,5,Could not be happier. Highly recommend.
1178,3960,2025-06-11,4,"Solid service, fair price."
1179,3966,2025-06-12,4,"Solid service, fair price."
1180,3967,2025-06-13,3,Average experience.
1181,3968,2025-06-12,3,Average experience.
1182,3973,2025-06-08,2,Had to call back for a second visit.
1183,3978,2025-06-12,4,"Solid service, fair price."
1184,3980,2025-06-07,5,Technician fixed it fast and explained everything.
1185,3986,2025-06-13,2,Pricing was higher than quoted.
1186,3987,2025-06-09,5,Could not be happier. Highly recommend.
1187,3988,2025-06-10,5,Technician fixed it fast and explained everything.
1188,3991,2025-06-07,4,Happy with the repair overall.
1189,3994,2025-06-12,3,Average experience.
1190,3997,2025-06-13,5,Could not be happier. Highly recommend.
1191,4002,2025-06-11,5,"Excellent service, on time and professional."
1192,4006,2025-06-14,5,"Excellent service, on time and professional."
1193,4007,2025-06-12,4,Happy with the repair overall.
1194,4012,2025-06-13,5,Technician fixed it fast and explained everything.
1195,4014,2025-06-13,5,Could not be happier. Highly recommend.
1196,4015,2025-06-12,3,Job got done but took longer than expected.
1197,4016,2025-06-13,2,Slow to schedule.
1198,4021,2025-06-10,3,Average experience.
1199,4023,2025-06-13,4,"Good work, arrived a little late but solved the issue."
1200,4028,2025-06-14,5,Could not be happier. Highly recommend.
1201,4030,2025-06-13,5,"Excellent service, on time and professional."
1202,4031,2025-06-15,4,"Solid service, fair price."
1203,4032,2025-06-11,4,"Solid service, fair price."
1204,4043,2025-06-16,4,Happy with the repair overall.
1205,4045,2025-06-12,4,"Good work, arrived a little late but solved the issue."
1206,4048,2025-06-14,4,Happy with the repair overall.
1207,4053,2025-06-13,5,Technician fixed it fast and explained everything.
1208,4060,2025-06-12,5,"Excellent service, on time and professional."
1209,4062,2025-06-17,1,Disappointed with the turnaround.
1210,4068,2025-06-13,2,Had to call back for a second visit.
1211,4069,2025-06-15,4,"Solid service, fair price."
1212,4070,2025-06-13,3,Average experience.
1213,4071,2025-06-11,5,"Excellent service, on time and professional."
1214,4074,2025-06-14,5,Technician fixed it fast and explained everything.
1215,4075,2025-06-14,4,"Solid service, fair price."
1216,4082,2025-06-18,1,Would not book again.
1217,4083,2025-06-14,1,Disappointed with the turnaround.
1218,4089,2025-06-14,2,Had to call back for a second visit.
1219,4095,2025-06-12,5,Could not be happier. Highly recommend.
1220,4097,2025-06-14,5,Technician fixed it fast and explained everything.
1221,4099,2025-06-15,5,"Excellent service, on time and professional."
1222,4102,2025-06-16,5,"Excellent service, on time and professional."
1223,4104,2025-06-15,4,Happy with the repair overall.
1224,4106,2025-06-19,5,Could not be happier. Highly recommend.
1225,4111,2025-06-15,5,Technician fixed it fast and explained everything.
1226,4116,2025-06-15,5,Could not be happier. Highly recommend.
1227,4118,2025-06-16,4,"Good work, arrived a little late but solved the issue."
1228,4121,2025-06-17,3,Average experience.
1229,4122,2025-06-18,5,Could not be happier. Highly recommend.
1230,4127,2025-06-16,4,"Good work, arrived a little late but solved the issue."
1231,4135,2025-06-15,5,Technician fixed it fast and explained everything.
1232,4140,2025-06-15,3,Average experience.
1233,4142,2025-06-17,4,"Solid service, fair price."
1234,4146,2025-06-19,5,"Excellent service, on time and professional."
1235,4148,2025-06-16,5,"Excellent service, on time and professional."
1236,4164,2025-06-18,5,Could not be happier. Highly recommend.
1237,4173,2025-06-17,4,"Good work, arrived a little late but solved the issue."
1238,4174,2025-06-22,4,Happy with the repair overall.
1239,4176,2025-06-23,3,"Okay service, communication could improve."
1240,4178,2025-06-22,2,Pricing was higher than quoted.
1241,4185,2025-06-21,5,Could not be happier. Highly recommend.
1242,4186,2025-06-21,5,Could not be happier. Highly recommend.
1243,4187,2025-06-18,5,Technician fixed it fast and explained everything.
1244,4195,2025-06-19,5,Could not be happier. Highly recommend.
1245,4197,2025-06-22,5,"Excellent service, on time and professional."
1246,4201,2025-06-20,5,"Excellent service, on time and professional."
1247,4202,2025-06-17,5,Technician fixed it fast and explained everything.
1248,4205,2025-06-19,4,"Good work, arrived a little late but solved the issue."
1249,4209,2025-06-19,5,"Excellent service, on time and professional."
1250,4211,2025-06-20,5,Could not be happier. Highly recommend.
1251,4212,2025-06-21,4,"Solid service, fair price."
1252,4213,2025-06-22,5,"Excellent service, on time and professional."
1253,4214,2025-06-21,4,Happy with the repair overall.
1254,4217,2025-06-22,2,Had to call back for a second visit.
1255,4218,2025-06-24,5,Technician fixed it fast and explained everything.
1256,4228,2025-06-22,4,"Good work, arrived a little late but solved the issue."
1257,4235,2025-06-23,3,Average experience.
1258,4239,2025-06-24,4,Happy with the repair overall.
1259,4240,2025-06-21,4,"Solid service, fair price."
1260,4245,2025-06-19,4,Happy with the repair overall.
1261,4249,2025-06-23,5,Could not be happier. Highly recommend.
1262,4253,2025-06-24,2,Had to call back for a second visit.
1263,4255,2025-06-23,4,"Solid service, fair price."
1264,4260,2025-06-22,2,Had to call back for a second visit.
1265,4269,2025-06-23,4,Happy with the repair overall.
1266,4270,2025-06-25,3,Average experience.
1267,4272,2025-06-26,5,Could not be happier. Highly recommend.
1268,4273,2025-06-22,3,Job got done but took longer than expected.
1269,4278,2025-06-26,5,Technician fixed it fast and explained everything.
1270,4283,2025-06-22,4,"Good work, arrived a little late but solved the issue."
1271,4284,2025-06-24,5,"Excellent service, on time and professional."
1272,4286,2025-06-23,1,Would not book again.
1273,4290,2025-06-25,5,"Excellent service, on time and professional."
1274,4298,2025-06-23,1,Issue was not fully resolved.
1275,4299,2025-06-21,4,Happy with the repair overall.
1276,4305,2025-06-27,3,Average experience.
1277,4306,2025-06-26,5,Could not be happier. Highly recommend.
1278,4308,2025-06-23,1,Disappointed with the turnaround.
1279,4318,2025-06-22,2,Slow to schedule.
1280,4324,2025-06-28,3,Job got done but took longer than expected.
1281,4328,2025-06-29,5,"Excellent service, on time and professional."
1282,4330,2025-06-24,5,Could not be happier. Highly recommend.
1283,4332,2025-06-24,5,Technician fixed it fast and explained everything.
1284,4335,2025-06-26,4,Happy with the repair overall.
1285,4336,2025-06-29,4,"Good work, arrived a little late but solved the issue."
1286,4339,2025-06-28,4,"Good work, arrived a little late but solved the issue."
1287,4340,2025-06-28,3,Job got done but took longer than expected.
1288,4344,2025-06-25,4,"Solid service, fair price."
1289,4351,2025-06-27,5,Technician fixed it fast and explained everything.
1290,4352,2025-06-24,5,"Excellent service, on time and professional."
1291,4357,2025-06-27,4,"Solid service, fair price."
1292,4361,2025-06-30,4,Happy with the repair overall.
1293,4362,2025-06-28,3,"Okay service, communication could improve."
1294,4367,2025-06-27,5,Could not be happier. Highly recommend.
1295,4372,2025-06-27,5,Could not be happier. Highly recommend.
1296,4374,2025-06-30,5,Technician fixed it fast and explained everything.
1297,4376,2025-06-26,2,Slow to schedule.
1298,4378,2025-06-29,5,Could not be happier. Highly recommend.
1299,4379,2025-06-28,4,Happy with the repair overall.
1300,4382,2025-06-26,5,Technician fixed it fast and explained everything.
1301,4385,2025-06-28,3,Average experience.
1302,4394,2025-06-29,4,"Good work, arrived a little late but solved the issue."
1303,4398,2025-06-30,5,Technician fixed it fast and explained everything.
1304,4399,2025-06-26,5,"Excellent service, on time and professional."
1305,4410,2025-06-28,4,"Solid service, fair price."
1306,4415,2025-06-29,5,"Excellent service, on time and professional."
1307,4419,2025-06-27,5,Could not be happier. Highly recommend.
1308,4421,2025-07-01,4,"Solid service, fair price."
1309,4428,2025-07-01,4,Happy with the repair overall.
1310,4430,2025-06-27,5,"Excellent service, on time and professional."
1311,4432,2025-06-30,4,"Solid service, fair price."
1312,4444,2025-06-29,5,Could not be happier. Highly recommend.
1313,4448,2025-06-30,3,"Okay service, communication could improve."
1314,4449,2025-06-28,2,Slow to schedule.
1315,4453,2025-07-02,2,Slow to schedule.
1316,4455,2025-06-29,1,Issue was not fully resolved.
1317,4458,2025-07-03,4,Happy with the repair overall.
1318,4459,2025-06-30,4,"Solid service, fair price."
1319,4462,2025-06-29,5,"Excellent service, on time and professional."
1320,4463,2025-06-28,5,Technician fixed it fast and explained everything.
1321,4464,2025-06-29,5,"Excellent service, on time and professional."
1322,4469,2025-07-02,4,"Good work, arrived a little late but solved the issue."
1323,4473,2025-07-01,5,Could not be happier. Highly recommend.
1324,4480,2025-06-30,5,"Excellent service, on time and professional."
1325,4482,2025-06-30,1,Issue was not fully resolved.
1326,4485,2025-06-28,4,Happy with the repair overall.
1327,4486,2025-07-01,4,"Solid service, fair price."
1328,4491,2025-07-04,3,Job got done but took longer than expected.
1329,4492,2025-06-29,4,"Solid service, fair price."
1330,4495,2025-06-30,5,Technician fixed it fast and explained everything.
1331,4496,2025-06-29,5,"Excellent service, on time and professional."
1332,4498,2025-07-03,5,Technician fixed it fast and explained everything.
1333,4502,2025-07-01,5,"Excellent service, on time and professional."
1334,4508,2025-07-04,5,Could not be happier. Highly recommend.
1335,4509,2025-07-05,5,Could not be happier. Highly recommend.
1336,4510,2025-07-02,4,Happy with the repair overall.
1337,4511,2025-06-29,3,Job got done but took longer than expected.
1338,4514,2025-07-02,5,"Excellent service, on time and professional."
1339,4516,2025-06-30,5,Technician fixed it fast and explained everything.
1340,4519,2025-06-30,1,Issue was not fully resolved.
1341,4520,2025-06-29,5,Could not be happier. Highly recommend.
1342,4521,2025-06-30,2,Had to call back for a second visit.
1343,4525,2025-07-05,2,Had to call back for a second visit.
1344,4527,2025-07-03,2,Pricing was higher than quoted.
1345,4528,2025-07-01,1,Issue was not fully resolved.
1346,4530,2025-07-01,3,Average experience.
1347,4532,2025-07-03,3,Average experience.
1348,4533,2025-06-30,5,Technician fixed it fast and explained everything.
1349,4535,2025-07-01,5,Could not be happier. Highly recommend.
1350,4539,2025-07-06,3,"Okay service, communication could improve."
1351,4544,2025-07-04,5,Could not be happier. Highly recommend.
1352,4545,2025-07-04,5,"Excellent service, on time and professional."
1353,4547,2025-07-06,5,Could not be happier. Highly recommend.
1354,4550,2025-07-03,5,Could not be happier. Highly recommend.
1355,4552,2025-07-03,4,"Solid service, fair price."
1356,4556,2025-07-07,4,"Solid service, fair price."
1357,4558,2025-07-01,4,"Solid service, fair price."
1358,4559,2025-07-07,4,Happy with the repair overall.
1359,4569,2025-07-06,5,Could not be happier. Highly recommend.
1360,4570,2025-07-03,4,Happy with the repair overall.
1361,4576,2025-07-02,4,Happy with the repair overall.
1362,4577,2025-07-06,4,"Solid service, fair price."
1363,4579,2025-07-04,5,"Excellent service, on time and professional."
1364,4589,2025-07-08,1,Disappointed with the turnaround.
1365,4590,2025-07-05,1,Issue was not fully resolved.
1366,4591,2025-07-03,5,Could not be happier. Highly recommend.
1367,4609,2025-07-07,5,Technician fixed it fast and explained everything.
1368,4610,2025-07-06,4,Happy with the repair overall.
1369,4611,2025-07-05,5,"Excellent service, on time and professional."
1370,4613,2025-07-07,5,Could not be happier. Highly recommend.
1371,4622,2025-07-03,5,Technician fixed it fast and explained everything.
1372,4624,2025-07-06,5,"Excellent service, on time and professional."
1373,4628,2025-07-06,5,Technician fixed it fast and explained everything.
1374,4630,2025-07-05,5,Technician fixed it fast and explained everything.
1375,4634,2025-07-10,2,Had to call back for a second visit.
1376,4643,2025-07-05,4,"Good work, arrived a little late but solved the issue."
1377,4645,2025-07-09,1,Issue was not fully resolved.
1378,4648,2025-07-09,5,Technician fixed it fast and explained everything.
1379,4651,2025-07-07,1,Would not book again.
1380,4659,2025-07-09,3,Average experience.
1381,4660,2025-07-08,4,"Solid service, fair price."
1382,4669,2025-07-08,4,"Good work, arrived a little late but solved the issue."
1383,4670,2025-07-07,3,"Okay service, communication could improve."
1384,4671,2025-07-10,1,Issue was not fully resolved.
1385,4683,2025-07-09,3,"Okay service, communication could improve."
1386,4686,2025-07-11,5,"Excellent service, on time and professional."
1387,4688,2025-07-09,5,"Excellent service, on time and professional."
1388,4691,2025-07-08,5,"Excellent service, on time and professional."
1389,4692,2025-07-07,5,"Excellent service, on time and professional."
1390,4693,2025-07-12,5,"Excellent service, on time and professional."
1391,4699,2025-07-11,5,Technician fixed it fast and explained everything.
1392,4703,2025-07-10,4,"Good work, arrived a little late but solved the issue."
1393,4704,2025-07-13,5,"Excellent service, on time and professional."
1394,4709,2025-07-07,2,Pricing was higher than quoted.
1395,4717,2025-07-12,5,Could not be happier. Highly recommend.
1396,4721,2025-07-10,4,"Good work, arrived a little late but solved the issue."
1397,4722,2025-07-08,2,Pricing was higher than quoted.
1398,4723,2025-07-14,3,Average experience.
1399,4727,2025-07-10,3,Average experience.
1400,4729,2025-07-14,5,Technician fixed it fast and explained everything.
1401,4741,2025-07-14,5,Could not be happier. Highly recommend.
1402,4744,2025-07-12,5,"Excellent service, on time and professional."
1403,4745,2025-07-13,5,Technician fixed it fast and explained everything.
1404,4747,2025-07-15,3,"Okay service, communication could improve."
1405,4748,2025-07-09,4,"Good work, arrived a little late but solved the issue."
1406,4753,2025-07-11,4,"Solid service, fair price."
1407,4755,2025-07-09,5,Technician fixed it fast and explained everything.
1408,4764,2025-07-14,4,"Solid service, fair price."
1409,4768,2025-07-10,5,Could not be happier. Highly recommend.
1410,4769,2025-07-09,3,Job got done but took longer than expected.
1411,4770,2025-07-13,3,Average experience.
1412,4772,2025-07-11,5,Technician fixed it fast and explained everything.
1413,4775,2025-07-12,5,"Excellent service, on time and professional."
1414,4782,2025-07-11,5,Technician fixed it fast and explained everything.
1415,4785,2025-07-11,5,Could not be happier. Highly recommend.
1416,4788,2025-07-16,5,Technician fixed it fast and explained everything.
1417,4791,2025-07-14,4,"Good work, arrived a little late but solved the issue."
1418,4792,2025-07-15,4,Happy with the repair overall.
1419,4797,2025-07-14,5,Could not be happier. Highly recommend.
1420,4800,2025-07-14,4,Happy with the repair overall.
1421,4805,2025-07-13,5,Could not be happier. Highly recommend.
1422,4806,2025-07-12,2,Had to call back for a second visit.
1423,4811,2025-07-14,5,Could not be happier. Highly recommend.
1424,4816,2025-07-13,5,"Excellent service, on time and professional."
1425,4818,2025-07-13,5,Could not be happier. Highly recommend.
1426,4821,2025-07-13,4,Happy with the repair overall.
1427,4826,2025-07-17,4,"Good work, arrived a little late but solved the issue."
1428,4834,2025-07-11,4,"Good work, arrived a little late but solved the issue."
1429,4838,2025-07-15,4,"Solid service, fair price."
1430,4844,2025-07-12,1,Disappointed with the turnaround.
1431,4847,2025-07-12,5,Technician fixed it fast and explained everything.
1432,4852,2025-07-14,2,Had to call back for a second visit.
1433,4860,2025-07-16,5,Technician fixed it fast and explained everything.
1434,4862,2025-07-13,5,Technician fixed it fast and explained everything.
1435,4866,2025-07-12,5,Technician fixed it fast and explained everything.
1436,4874,2025-07-15,2,Slow to schedule.
1437,4879,2025-07-14,4,"Good work, arrived a little late but solved the issue."
1438,4880,2025-07-18,5,"Excellent service, on time and professional."
1439,4883,2025-07-19,4,"Good work, arrived a little late but solved the issue."
1440,4886,2025-07-13,5,Could not be happier. Highly recommend.
1441,4894,2025-07-15,2,Pricing was higher than quoted.
1442,4895,2025-07-16,4,"Solid service, fair price."
1443,4896,2025-07-14,2,Slow to schedule.
1444,4905,2025-07-15,4,Happy with the repair overall.
1445,4906,2025-07-15,5,"Excellent service, on time and professional."
1446,4910,2025-07-16,3,"Okay service, communication could improve."
1447,4913,2025-07-16,4,"Solid service, fair price."
1448,4919,2025-07-17,5,Technician fixed it fast and explained everything.
1449,4923,2025-07-18,3,"Okay service, communication could improve."
1450,4927,2025-07-21,3,Job got done but took longer than expected.
1451,4929,2025-07-15,1,Issue was not fully resolved.
1452,4932,2025-07-19,5,Technician fixed it fast and explained everything.
1453,4933,2025-07-21,5,Could not be happier. Highly recommend.
1454,4938,2025-07-21,4,"Solid service, fair price."
1455,4941,2025-07-19,5,"Excellent service, on time and professional."
1456,4943,2025-07-19,2,Pricing was higher than quoted.
1457,4945,2025-07-21,5,Technician fixed it fast and explained everything.
1458,4946,2025-07-21,4,"Good work, arrived a little late but solved the issue."
1459,4947,2025-07-18,5,Technician fixed it fast and explained everything.
1460,4957,2025-07-17,5,Technician fixed it fast and explained everything.
1461,4960,2025-07-19,5,Could not be happier. Highly recommend.
1462,4962,2025-07-18,5,Could not be happier. Highly recommend.
1463,4964,2025-07-17,1,Disappointed with the turnaround.
1464,4965,2025-07-19,4,Happy with the repair overall.
1465,4966,2025-07-22,5,Could not be happier. Highly recommend.
1466,4969,2025-07-19,4,Happy with the repair overall.
1467,4973,2025-07-18,5,"Excellent service, on time and professional."
1468,4975,2025-07-22,4,"Solid service, fair price."
1469,4976,2025-07-18,5,Technician fixed it fast and explained everything.
1470,4979,2025-07-23,5,"Excellent service, on time and professional."
1471,4982,2025-07-17,5,"Excellent service, on time and professional."
1472,4986,2025-07-20,5,"Excellent service, on time and professional."
1473,4988,2025-07-20,3,Job got done but took longer than expected.
1474,4990,2025-07-18,4,Happy with the repair overall.
1475,4991,2025-07-22,4,"Good work, arrived a little late but solved the issue."
1476,4993,2025-07-20,1,Disappointed with the turnaround.
1477,4994,2025-07-23,5,Technician fixed it fast and explained everything.
1478,5003,2025-07-22,5,"Excellent service, on time and professional."
1479,5004,2025-07-23,3,Job got done but took longer than expected.
1480,5006,2025-07-23,3,Job got done but took longer than expected.
1481,5007,2025-07-18,5,Could not be happier. Highly recommend.
1482,5010,2025-07-23,2,Had to call back for a second visit.
1483,5016,2025-07-21,5,Could not be happier. Highly recommend.
1484,5018,2025-07-21,5,Could not be happier. Highly recommend.
1485,5024,2025-07-24,2,Pricing was higher than quoted.
1486,5027,2025-07-20,3,Job got done but took longer than expected.
1487,5028,2025-07-24,2,Pricing was higher than quoted.
1488,5036,2025-07-21,5,"Excellent service, on time and professional."
1489,5038,2025-07-20,3,"Okay service, communication could improve."
1490,5040,2025-07-23,1,Issue was not fully resolved.
1491,5047,2025-07-21,5,Technician fixed it fast and explained everything.
1492,5057,2025-07-19,5,"Excellent service, on time and professional."
1493,5058,2025-07-24,4,Happy with the repair overall.
1494,5060,2025-07-20,5,"Excellent service, on time and professional."
1495,5065,2025-07-22,5,"Excellent service, on time and professional."
1496,5067,2025-07-23,5,Technician fixed it fast and explained everything.
1497,5071,2025-07-20,4,"Good work, arrived a little late but solved the issue."
1498,5074,2025-07-23,2,Had to call back for a second visit.
1499,5075,2025-07-24,4,Happy with the repair overall.
1500,5084,2025-07-22,5,Could not be happier. Highly recommend.
1501,5088,2025-07-21,3,Average experience.
1502,5091,2025-07-26,2,Pricing was higher than quoted.
1503,5093,2025-07-23,4,"Good work, arrived a little late but solved the issue."
1504,5094,2025-07-23,2,Slow to schedule.
1505,5095,2025-07-27,5,Technician fixed it fast and explained everything.
1506,5096,2025-07-24,4,Happy with the repair overall.
1507,5109,2025-07-22,5,Technician fixed it fast and explained everything.
1508,5115,2025-07-26,3,"Okay service, communication could improve."
1509,5117,2025-07-26,5,"Excellent service, on time and professional."
1510,5120,2025-07-23,5,"Excellent service, on time and professional."
1511,5129,2025-07-29,3,Average experience.
1512,5136,2025-07-27,5,"Excellent service, on time and professional."
1513,5139,2025-07-24,5,Could not be happier. Highly recommend.
1514,5147,2025-07-23,5,"Excellent service, on time and professional."
1515,5150,2025-07-24,5,Technician fixed it fast and explained everything.
1516,5151,2025-07-28,3,Average experience.
1517,5155,2025-07-25,3,"Okay service, communication could improve."
1518,5162,2025-07-30,4,"Good work, arrived a little late but solved the issue."
1519,5166,2025-07-27,3,Job got done but took longer than expected.
1520,5167,2025-07-24,5,"Excellent service, on time and professional."
1521,5168,2025-07-26,5,"Excellent service, on time and professional."
1522,5170,2025-07-25,4,"Solid service, fair price."
1523,5172,2025-07-28,4,"Good work, arrived a little late but solved the issue."
1524,5184,2025-07-28,5,"Excellent service, on time and professional."
1525,5192,2025-07-29,5,"Excellent service, on time and professional."
1526,5203,2025-07-27,5,"Excellent service, on time and professional."
1527,5213,2025-07-28,5,Could not be happier. Highly recommend.
1528,5217,2025-07-26,5,Could not be happier. Highly recommend.
1529,5220,2025-07-31,1,Disappointed with the turnaround.
1530,5223,2025-07-26,5,"Excellent service, on time and professional."
1531,5224,2025-07-26,5,"Excellent service, on time and professional."
1532,5226,2025-07-29,4,"Good work, arrived a little late but solved the issue."
1533,5233,2025-07-27,5,Technician fixed it fast and explained everything.
1534,5234,2025-07-30,5,Could not be happier. Highly recommend.
1535,5236,2025-07-27,3,Average experience.
1536,5238,2025-07-31,5,Could not be happier. Highly recommend.
1537,5241,2025-07-27,4,"Good work, arrived a little late but solved the issue."
1538,5246,2025-07-30,5,Technician fixed it fast and explained everything.
1539,5247,2025-08-01,4,Happy with the repair overall.
1540,5248,2025-07-31,5,"Excellent service, on time and professional."
1541,5251,2025-07-29,5,"Excellent service, on time and professional."
1542,5252,2025-07-30,5,Could not be happier. Highly recommend.
1543,5260,2025-07-28,2,Slow to schedule.
1544,5264,2025-08-02,4,"Solid service, fair price."
1545,5265,2025-07-28,4,"Solid service, fair price."
1546,5266,2025-08-01,4,"Good work, arrived a little late but solved the issue."
1547,5272,2025-08-01,1,Disappointed with the turnaround.
1548,5273,2025-08-03,5,Technician fixed it fast and explained everything.
1549,5275,2025-07-31,1,Would not book again.
1550,5286,2025-07-30,5,Could not be happier. Highly recommend.
1551,5288,2025-08-04,5,Technician fixed it fast and explained everything.
1552,5292,2025-07-31,4,"Good work, arrived a little late but solved the issue."
1553,5298,2025-08-02,4,Happy with the repair overall.
1554,5301,2025-07-29,5,Could not be happier. Highly recommend.
1555,5304,2025-07-31,4,"Good work, arrived a little late but solved the issue."
1556,5315,2025-08-03,4,Happy with the repair overall.
1557,5316,2025-08-02,4,"Solid service, fair price."
1558,5317,2025-08-05,5,Technician fixed it fast and explained everything.
1559,5319,2025-08-04,4,"Good work, arrived a little late but solved the issue."
1560,5323,2025-07-30,4,"Solid service, fair price."
1561,5324,2025-07-31,5,"Excellent service, on time and professional."
1562,5327,2025-08-01,5,"Excellent service, on time and professional."
1563,5329,2025-08-01,5,Technician fixed it fast and explained everything.
1564,5330,2025-08-02,4,"Solid service, fair price."
1565,5334,2025-08-02,5,Technician fixed it fast and explained everything.
1566,5336,2025-08-01,5,Could not be happier. Highly recommend.
1567,5338,2025-07-31,4,"Solid service, fair price."
1568,5341,2025-08-06,1,Issue was not fully resolved.
1569,5342,2025-08-03,3,"Okay service, communication could improve."
1570,5348,2025-08-02,5,Technician fixed it fast and explained everything.
1571,5351,2025-08-06,3,Average experience.
1572,5355,2025-08-06,4,"Solid service, fair price."
1573,5360,2025-08-05,4,Happy with the repair overall.
1574,5361,2025-07-31,3,"Okay service, communication could improve."
1575,5367,2025-08-03,4,"Good work, arrived a little late but solved the issue."
1576,5368,2025-08-01,5,Technician fixed it fast and explained everything.
1577,5369,2025-08-06,5,Could not be happier. Highly recommend.
1578,5372,2025-07-31,3,"Okay service, communication could improve."
1579,5378,2025-08-04,5,Technician fixed it fast and explained everything.
1580,5379,2025-08-07,5,Technician fixed it fast and explained everything.
1581,5384,2025-08-01,5,Technician fixed it fast and explained everything.
1582,5387,2025-08-05,1,Issue was not fully resolved.
1583,5390,2025-08-01,2,Had to call back for a second visit.
1584,5391,2025-08-06,5,"Excellent service, on time and professional."
1585,5399,2025-08-03,5,Technician fixed it fast and explained everything.
1586,5405,2025-08-03,1,Would not book again.
1587,5408,2025-08-05,5,Technician fixed it fast and explained everything.
1588,5409,2025-08-02,5,"Excellent service, on time and professional."
1589,5411,2025-08-02,4,"Good work, arrived a little late but solved the issue."
1590,5416,2025-08-03,5,"Excellent service, on time and professional."
1591,5424,2025-08-06,5,Technician fixed it fast and explained everything.
1592,5425,2025-08-07,4,"Good work, arrived a little late but solved the issue."
1593,5427,2025-08-04,5,"Excellent service, on time and professional."
1594,5434,2025-08-06,5,"Excellent service, on time and professional."
1595,5437,2025-08-03,5,"Excellent service, on time and professional."
1596,5438,2025-08-08,5,Could not be happier. Highly recommend.
1597,5439,2025-08-02,3,Average experience.
1598,5440,2025-08-05,4,Happy with the repair overall.
1599,5441,2025-08-02,5,"Excellent service, on time and professional."
1600,5445,2025-08-09,5,Could not be happier. Highly recommend.
1601,5452,2025-08-05,4,"Good work, arrived a little late but solved the issue."
1602,5454,2025-08-05,5,Technician fixed it fast and explained everything.
1603,5462,2025-08-07,5,Technician fixed it fast and explained everything.
1604,5463,2025-08-08,3,Average experience.
1605,5465,2025-08-10,2,Had to call back for a second visit.
1606,5466,2025-08-04,5,"Excellent service, on time and professional."
1607,5469,2025-08-09,4,"Solid service, fair price."
1608,5487,2025-08-05,3,Average experience.
1609,5488,2025-08-09,1,Issue was not fully resolved.
1610,5492,2025-08-05,5,Technician fixed it fast and explained everything.
1611,5495,2025-08-10,2,Pricing was higher than quoted.
1612,5500,2025-08-10,5,"Excellent service, on time and professional."
1613,5506,2025-08-08,5,"Excellent service, on time and professional."
1614,5507,2025-08-07,2,Slow to schedule.
1615,5512,2025-08-09,4,"Solid service, fair price."
1616,5513,2025-08-10,5,"Excellent service, on time and professional."
1617,5515,2025-08-10,5,Technician fixed it fast and explained everything.
