job_id,date,technician_id,service_type,category,customer_id,status,first_time_fix,duration_minutes,revenue,cost
2631,2025-04-09,11,Heat Pump Service,HVAC,224,Cancelled,0,69,0.0,0.0
2632,2025-04-09,3,Preventive Maintenance,HVAC,510,Completed,0,61,158.86,59.45
2633,2025-04-09,23,Panel Upgrade,Electrical,574,Completed,1,218,2403.95,1593.91
2634,2025-04-09,9,Water Heater Repair,Plumbing,273,Completed,1,109,351.21,170.54
2635,2025-04-09,23,Drain Cleaning,Plumbing,342,Completed,1,54,197.79,85.62
2636,2025-04-09,23,Lighting Install,Electrical,124,Completed,1,124,347.42,294.56
2637,2025-04-09,5,Water Heater Repair,Plumbing,94,Completed,1,84,333.4,173.57
2638,2025-04-10,4,Leak Detection,Plumbing,194,Completed,1,75,222.33,99.17
2639,2025-04-10,11,Drain Cleaning,Plumbing,567,Completed,0,59,203.19,78.35
2640,2025-04-10,20,Lighting Install,Electrical,428,Completed,1,114,350.63,265.59
2641,2025-04-10,4,Water Heater Repair,Plumbing,45,Cancelled,0,110,0.0,0.0
2642,2025-04-10,2,Thermostat Install,HVAC,522,Completed,1,71,300.49,184.71
2643,2025-04-10,13,Panel Upgrade,Electrical,193,Completed,1,310,2111.67,1597.8
2644,2025-04-10,19,Preventive Maintenance,HVAC,290,Completed,1,47,155.99,68.62
2645,2025-04-10,22,Thermostat Install,HVAC,193,Completed,1,64,240.22,203.72
2646,2025-04-10,2,Outlet & Wiring,Electrical,272,Completed,1,57,191.76,90.52
2647,2025-04-10,4,AC Installation,HVAC,402,Completed,0,273,3711.49,2736.82
2648,2025-04-10,8,Water Heater Repair,Plumbing,39,Completed,1,119,298.46,188.69
2649,2025-04-10,5,AC Repair,HVAC,150,Completed,1,89,299.49,149.22
2650,2025-04-10,16,Water Heater Install,Plumbing,347,Completed,0,192,1534.75,1017.53
2651,2025-04-10,11,Leak Detection,Plumbing,512,Completed,1,80,211.24,100.49
2652,2025-04-10,9,Water Heater Install,Plumbing,34,Completed,0,233,1631.22,1252.63
2653,2025-04-10,9,Leak Detection,Plumbing,416,Cancelled,0,97,0.0,0.0
2654,2025-04-10,24,AC Installation,HVAC,465,Completed,1,275,3847.91,3084.13
2655,2025-04-10,16,Furnace Repair,HVAC,28,Completed,1,123,301.94,178.25
2656,2025-04-10,21,AC Repair,HVAC,392,Rescheduled,0,103,0.0,0.0
2657,2025-04-10,5,Outlet & Wiring,Electrical,151,Completed,1,71,184.66,106.87
2658,2025-04-10,5,Furnace Repair,HVAC,482,Completed,1,116,343.96,193.05
2659,2025-04-10,11,Furnace Repair,HVAC,275,Completed,1,127,296.08,202.08
2660,2025-04-10,6,AC Installation,HVAC,262,Completed,0,294,4075.47,2871.59
2661,2025-04-11,21,AC Repair,HVAC,400,Cancelled,0,98,0.0,0.0
2662,2025-04-11,11,Drain Cleaning,Plumbing,323,Completed,1,71,209.03,87.67
2663,2025-04-11,1,Lighting Install,Electrical,17,Completed,1,80,371.57,270.58
2664,2025-04-11,19,AC Repair,HVAC,75,Cancelled,0,91,0.0,0.0
2665,2025-04-11,10,Outlet & Wiring,Electrical,95,Completed,0,72,180.63,105.13
2666,2025-04-11,9,Outlet & Wiring,Electrical,308,Rescheduled,0,86,0.0,0.0
2667,2025-04-11,23,Thermostat Install,HVAC,163,Rescheduled,0,61,0.0,0.0
2668,2025-04-11,21,Panel Upgrade,Electrical,428,Cancelled,0,296,0.0,0.0
2669,2025-04-11,12,Water Heater Repair,Plumbing,396,Completed,1,86,340.82,184.74
2670,2025-04-11,4,Water Heater Install,Plumbing,375,Completed,1,226,1786.39,1177.95
2671,2025-04-11,15,Water Heater Repair,Plumbing,371,Completed,1,68,320.5,181.93
2672,2025-04-11,2,AC Installation,HVAC,34,Completed,1,375,3735.81,3235.38
2673,2025-04-11,16,Furnace Installation,HVAC,180,Completed,1,389,4826.0,2982.32
2674,2025-04-11,5,Panel Upgrade,Electrical,110,Completed,1,257,2464.47,1544.44
2675,2025-04-11,1,Leak Detection,Plumbing,129,Completed,1,70,259.28,124.35
2676,2025-04-11,21,Thermostat Install,HVAC,310,Completed,1,83,281.23,213.19
2677,2025-04-11,3,Drain Cleaning,Plumbing,267,Rescheduled,0,87,0.0,0.0
2678,2025-04-11,12,Outlet & Wiring,Electrical,267,Cancelled,0,69,0.0,0.0
2679,2025-04-11,2,Panel Upgrade,Electrical,447,Completed,1,288,1935.85,1479.71
2680,2025-04-11,16,Outlet & Wiring,Electrical,527,Completed,0,76,183.65,99.43
2681,2025-04-11,13,Furnace Repair,HVAC,544,Completed,1,119,297.1,189.43
2682,2025-04-12,2,Water Heater Repair,Plumbing,204,Cancelled,0,82,0.0,0.0
2683,2025-04-12,6,Furnace Installation,HVAC,501,Cancelled,0,294,0.0,0.0
2684,2025-04-12,11,Furnace Installation,HVAC,550,Completed,1,378,4587.15,3453.82
2685,2025-04-12,20,AC Repair,HVAC,357,Completed,1,86,276.47,156.49
2686,2025-04-12,23,AC Installation,HVAC,502,Completed,1,296,4126.94,3242.14
2687,2025-04-12,5,AC Installation,HVAC,568,Completed,1,332,4095.52,3150.21
2688,2025-04-12,2,Water Heater Repair,Plumbing,361,Cancelled,0,103,0.0,0.0
2689,2025-04-12,21,Water Heater Repair,Plumbing,284,Rescheduled,0,114,0.0,0.0
2690,2025-04-12,14,Furnace Repair,HVAC,460,Rescheduled,0,108,0.0,0.0
2691,2025-04-13,14,Drain Cleaning,Plumbing,498,Completed,1,64,220.85,84.79
2692,2025-04-13,8,Drain Cleaning,Plumbing,325,Rescheduled,0,59,0.0,0.0
2693,2025-04-13,3,Leak Detection,Plumbing,312,Completed,1,77,243.64,82.31
2694,2025-04-13,9,Furnace Installation,HVAC,162,Completed,1,445,4150.06,2979.0
2695,2025-04-13,16,Water Heater Repair,Plumbing,328,Completed,1,133,317.8,187.99
2696,2025-04-13,15,Heat Pump Service,HVAC,296,Completed,0,81,252.54,171.77
2697,2025-04-13,1,Water Heater Repair,Plumbing,355,Completed,1,97,344.61,225.24
2698,2025-04-13,7,Water Heater Repair,Plumbing,192,Completed,0,116,348.05,205.22
2699,2025-04-13,12,Leak Detection,Plumbing,280,Rescheduled,0,80,0.0,0.0
2700,2025-04-13,3,Panel Upgrade,Electrical,329,Completed,1,315,2330.15,1353.86
2701,2025-04-13,11,Furnace Installation,HVAC,543,Completed,1,420,4680.16,3487.87
2702,2025-04-13,15,Thermostat Install,HVAC,238,Completed,0,73,299.02,221.45
2703,2025-04-13,5,Water Heater Install,Plumbing,577,Cancelled,0,214,0.0,0.0
2704,2025-04-14,2,AC Repair,HVAC,149,Completed,1,97,281.87,156.93
2705,2025-04-14,21,Thermostat Install,HVAC,99,Completed,1,60,255.05,196.19
2706,2025-04-14,10,Furnace Installation,HVAC,567,Completed,1,342,4852.86,2936.38
2707,2025-04-14,4,Preventive Maintenance,HVAC,275,Completed,1,70,160.77,76.82
2708,2025-04-14,16,AC Repair,HVAC,193,Cancelled,0,104,0.0,0.0
2709,2025-04-14,18,Furnace Installation,HVAC,60,Completed,1,337,4166.85,3340.26
2710,2025-04-14,2,Leak Detection,Plumbing,482,Completed,1,87,256.26,109.26
2711,2025-04-14,3,Water Heater Repair,Plumbing,63,Rescheduled,0,116,0.0,0.0
2712,2025-04-14,3,Water Heater Repair,Plumbing,228,Completed,1,136,298.96,181.94
2713,2025-04-14,22,AC Installation,HVAC,192,Completed,1,369,4461.48,2733.52
2714,2025-04-14,8,Water Heater Repair,Plumbing,548,Rescheduled,0,120,0.0,0.0
2715,2025-04-14,18,Furnace Repair,HVAC,469,Completed,0,91,369.75,180.3
2716,2025-04-14,4,Outlet & Wiring,Electrical,128,Cancelled,0,55,0.0,0.0
2717,2025-04-14,12,Heat Pump Service,HVAC,598,Completed,1,91,271.21,163.67
2718,2025-04-14,12,AC Repair,HVAC,243,Cancelled,0,100,0.0,0.0
2719,2025-04-14,2,Lighting Install,Electrical,407,Cancelled,0,132,0.0,0.0
2720,2025-04-14,8,Preventive Maintenance,HVAC,361,Completed,1,58,139.33,68.63
2721,2025-04-14,10,Water Heater Repair,Plumbing,577,Completed,1,86,300.24,175.73
2722,2025-04-14,1,Preventive Maintenance,HVAC,475,Rescheduled,0,64,0.0,0.0
2723,2025-04-14,6,Preventive Maintenance,HVAC,43,Cancelled,0,76,0.0,0.0
2724,2025-04-14,18,Drain Cleaning,Plumbing,421,Completed,1,62,197.01,98.4
2725,2025-04-14,9,Water Heater Repair,Plumbing,252,Completed,0,101,308.13,167.91
2726,2025-04-14,18,Furnace Installation,HVAC,422,Cancelled,0,341,0.0,0.0
2727,2025-04-15,12,Water Heater Repair,Plumbing,51,Completed,1,104,350.9,218.12
2728,2025-04-15,20,Lighting Install,Electrical,448,Cancelled,0,129,0.0,0.0
2729,2025-04-15,4,Leak Detection,Plumbing,571,Rescheduled,0,96,0.0,0.0
2730,2025-04-15,17,Furnace Repair,HVAC,322,Completed,1,122,370.76,199.1
2731,2025-04-15,21,Drain Cleaning,Plumbing,192,Completed,1,58,199.87,74.92
2732,2025-04-15,2,Panel Upgrade,Electrical,580,Completed,1,266,2308.79,1439.06
2733,2025-04-15,21,Water Heater Install,Plumbing,390,Completed,1,223,1534.14,1125.71
2734,2025-04-15,20,Lighting Install,Electrical,183,Cancelled,0,93,0.0,0.0
2735,2025-04-15,21,AC Repair,HVAC,285,Completed,1,112,296.99,181.15
2736,2025-04-15,15,Heat Pump Service,HVAC,591,Completed,1,83,275.67,171.55
2737,2025-04-15,9,AC Installation,HVAC,43,Rescheduled,0,304,0.0,0.0
2738,2025-04-15,7,AC Repair,HVAC,444,Completed,0,99,302.92,165.06
2739,2025-04-15,14,Heat Pump Service,HVAC,468,Completed,0,78,229.75,124.71
2740,2025-04-15,7,Panel Upgrade,Electrical,17,Completed,1,287,2069.09,1352.13
2741,2025-04-15,4,Heat Pump Service,HVAC,21,Completed,0,96,272.4,141.35
2742,2025-04-15,5,Water Heater Repair,Plumbing,374,Completed,1,98,320.05,185.87
2743,2025-04-15,23,AC Installation,HVAC,121,Completed,1,271,4320.35,3123.87
2744,2025-04-15,4,Preventive Maintenance,HVAC,570,Completed,0,75,168.49,82.74
2745,2025-04-15,5,Heat Pump Service,HVAC,315,Completed,1,97,255.83,150.51
2746,2025-04-15,16,Preventive Maintenance,HVAC,48,Rescheduled,0,64,0.0,0.0
2747,2025-04-15,22,Furnace Installation,HVAC,161,Completed,1,299,4475.57,3302.08
2748,2025-04-16,16,Outlet & Wiring,Electrical,174,Completed,0,74,190.56,92.4
2749,2025-04-16,8,Leak Detection,Plumbing,530,Completed,1,86,237.33,104.54
2750,2025-04-16,6,Lighting Install,Electrical,327,Completed,1,106,378.89,258.8
2751,2025-04-16,12,Water Heater Install,Plumbing,591,Completed,1,206,1539.26,1309.24
2752,2025-04-16,14,Thermostat Install,HVAC,270,Completed,1,71,244.94,192.24
2753,2025-04-16,12,Furnace Repair,HVAC,64,Cancelled,0,81,0.0,0.0
2754,2025-04-16,23,Heat Pump Service,HVAC,558,Completed,1,86,272.76,149.15
2755,2025-04-16,3,Water Heater Repair,Plumbing,496,Completed,0,136,342.81,197.38
2756,2025-04-16,20,Thermostat Install,HVAC,550,Completed,1,88,280.72,205.49
2757,2025-04-16,3,AC Repair,HVAC,556,Completed,1,94,312.46,140.01
2758,2025-04-16,15,AC Installation,HVAC,93,Completed,1,267,4270.04,3320.7
2759,2025-04-16,21,AC Installation,HVAC,436,Completed,1,305,3807.85,3060.67
2760,2025-04-16,15,Drain Cleaning,Plumbing,447,Completed,1,57,186.69,103.61
2761,2025-04-16,18,Furnace Installation,HVAC,327,Completed,1,327,4049.08,3397.2
2762,2025-04-16,8,Furnace Repair,HVAC,386,Rescheduled,0,110,0.0,0.0
2763,2025-04-16,24,Water Heater Install,Plumbing,390,Rescheduled,0,161,0.0,0.0
2764,2025-04-16,4,Lighting Install,Electrical,558,Completed,1,135,387.94,279.53
2765,2025-04-16,6,Preventive Maintenance,HVAC,177,Completed,1,74,168.34,82.61
2766,2025-04-16,24,Outlet & Wiring,Electrical,429,Completed,1,60,182.04,111.14
2767,2025-04-16,4,Water Heater Install,Plumbing,506,Cancelled,0,156,0.0,0.0
2768,2025-04-16,21,Panel Upgrade,Electrical,520,Completed,1,267,2436.72,1443.78
2769,2025-04-16,5,Water Heater Repair,Plumbing,548,Completed,1,82,304.78,163.75
2770,2025-04-17,11,Leak Detection,Plumbing,503,Completed,1,92,260.82,114.12
2771,2025-04-17,6,AC Repair,HVAC,557,Completed,1,96,273.19,163.58
2772,2025-04-17,24,Panel Upgrade,Electrical,133,Completed,1,250,2467.48,1535.97
2773,2025-04-17,16,Leak Detection,Plumbing,261,Completed,1,107,207.52,107.38
2774,2025-04-17,4,Lighting Install,Electrical,202,Completed,1,136,327.4,271.75
2775,2025-04-17,15,Water Heater Install,Plumbing,564,Completed,1,174,1721.49,1214.79
2776,2025-04-17,18,Drain Cleaning,Plumbing,332,Cancelled,0,56,0.0,0.0
2777,2025-04-17,2,Lighting Install,Electrical,148,Completed,1,118,325.79,252.6
2778,2025-04-17,19,Outlet & Wiring,Electrical,45,Completed,0,64,196.33,115.35
2779,2025-04-17,11,Lighting Install,Electrical,257,Completed,1,102,336.09,245.83
2780,2025-04-17,20,Leak Detection,Plumbing,364,Completed,1,73,208.94,95.49
2781,2025-04-17,21,Outlet & Wiring,Electrical,231,Completed,1,54,192.67,90.64
2782,2025-04-17,10,Leak Detection,Plumbing,487,Completed,1,74,209.85,96.43
2783,2025-04-17,24,Leak Detection,Plumbing,361,Completed,1,84,258.01,126.49
2784,2025-04-17,12,Heat Pump Service,HVAC,349,Completed,0,83,238.03,143.97
2785,2025-04-17,23,Water Heater Install,Plumbing,365,Completed,1,170,1737.37,1119.62
2786,2025-04-17,13,Water Heater Install,Plumbing,31,Completed,1,177,1811.49,1128.08
2787,2025-04-17,23,Leak Detection,Plumbing,20,Cancelled,0,57,0.0,0.0
2788,2025-04-17,5,AC Installation,HVAC,372,Completed,1,380,4121.56,3290.54
2789,2025-04-17,21,Preventive Maintenance,HVAC,229,Completed,1,55,154.93,65.83
2790,2025-04-17,17,Drain Cleaning,Plumbing,309,Completed,1,51,226.17,73.45
2791,2025-04-17,8,AC Installation,HVAC,530,Completed,1,277,4454.1,2638.22
2792,2025-04-17,15,Lighting Install,Electrical,458,Completed,1,107,373.55,305.06
2793,2025-04-17,13,Thermostat Install,HVAC,502,Completed,0,64,273.8,194.26
2794,2025-04-17,22,AC Installation,HVAC,80,Completed,0,265,4170.0,2817.89
2795,2025-04-17,20,Water Heater Install,Plumbing,586,Completed,1,174,1568.69,1239.9
2796,2025-04-18,17,Outlet & Wiring,Electrical,498,Completed,0,66,196.97,102.86
2797,2025-04-18,7,Outlet & Wiring,Electrical,485,Completed,1,74,191.04,112.38
2798,2025-04-18,21,Lighting Install,Electrical,502,Completed,0,112,315.31,241.9
2799,2025-04-18,13,Water Heater Repair,Plumbing,243,Cancelled,0,81,0.0,0.0
2800,2025-04-18,10,Heat Pump Service,HVAC,462,Completed,0,103,258.56,142.93
2801,2025-04-18,12,Outlet & Wiring,Electrical,342,Completed,1,53,163.33,96.1
2802,2025-04-18,17,Leak Detection,Plumbing,204,Completed,0,77,224.33,102.59
2803,2025-04-18,19,Heat Pump Service,HVAC,389,Completed,1,78,281.31,145.92
2804,2025-04-18,19,AC Installation,HVAC,249,Completed,1,338,4428.69,3275.65
2805,2025-04-18,9,AC Installation,HVAC,204,Completed,1,366,3572.8,2910.32
2806,2025-04-18,13,Furnace Repair,HVAC,150,Completed,1,110,344.4,175.71
2807,2025-04-18,6,AC Repair,HVAC,218,Completed,0,95,327.4,161.49
2808,2025-04-18,18,Outlet & Wiring,Electrical,442,Completed,0,58,191.72,106.86
2809,2025-04-18,17,Leak Detection,Plumbing,135,Completed,1,80,259.87,101.93
2810,2025-04-18,19,Panel Upgrade,Electrical,562,Completed,0,185,1935.87,1537.92
2811,2025-04-18,13,Panel Upgrade,Electrical,203,Completed,1,251,2180.79,1490.17
2812,2025-04-18,5,Panel Upgrade,Electrical,348,Rescheduled,0,223,0.0,0.0
2813,2025-04-18,10,Water Heater Repair,Plumbing,524,Completed,1,84,315.57,163.53
2814,2025-04-19,1,Water Heater Repair,Plumbing,270,Completed,1,93,342.07,220.34
2815,2025-04-19,11,Water Heater Repair,Plumbing,73,Completed,1,104,301.15,180.35
2816,2025-04-19,18,Furnace Repair,HVAC,46,Completed,0,80,295.27,171.45
2817,2025-04-19,6,Heat Pump Service,HVAC,299,Completed,0,94,221.1,136.45
2818,2025-04-19,15,Thermostat Install,HVAC,162,Completed,0,63,263.2,220.83
2819,2025-04-19,7,Heat Pump Service,HVAC,23,Completed,1,95,274.8,137.55
2820,2025-04-19,8,Water Heater Repair,Plumbing,366,Rescheduled,0,96,0.0,0.0
2821,2025-04-19,12,Preventive Maintenance,HVAC,504,Cancelled,0,65,0.0,0.0
2822,2025-04-19,7,Water Heater Install,Plumbing,232,Completed,1,226,1738.64,1121.99
2823,2025-04-19,23,Water Heater Install,Plumbing,9,Cancelled,0,150,0.0,0.0
2824,2025-04-19,16,Outlet & Wiring,Electrical,440,Completed,1,84,169.81,103.69
2825,2025-04-19,15,Water Heater Install,Plumbing,162,Completed,1,155,1904.01,1302.54
2826,2025-04-19,15,Lighting Install,Electrical,309,Completed,1,100,389.77,290.21
2827,2025-04-20,12,Water Heater Install,Plumbing,419,Completed,1,143,1816.87,1170.69
2828,2025-04-20,19,Leak Detection,Plumbing,573,Cancelled,0,79,0.0,0.0
2829,2025-04-20,10,Leak Detection,Plumbing,561,Completed,1,72,227.44,96.52
2830,2025-04-20,6,Furnace Repair,HVAC,243,Cancelled,0,91,0.0,0.0
2831,2025-04-20,13,Water Heater Repair,Plumbing,130,Completed,0,106,296.78,179.87
2832,2025-04-20,8,Furnace Installation,HVAC,566,Rescheduled,0,333,0.0,0.0
2833,2025-04-20,17,AC Repair,HVAC,305,Completed,1,82,271.72,139.3
2834,2025-04-20,8,Panel Upgrade,Electrical,583,Completed,1,261,2325.03,1605.15
2835,2025-04-20,11,Outlet & Wiring,Electrical,578,Completed,1,71,198.18,103.76
2836,2025-04-20,7,Leak Detection,Plumbing,517,Completed,0,66,242.0,88.62
2837,2025-04-20,6,Furnace Installation,HVAC,163,Completed,0,398,4459.46,3491.95
2838,2025-04-20,16,Leak Detection,Plumbing,339,Cancelled,0,83,0.0,0.0
2839,2025-04-20,4,Leak Detection,Plumbing,296,Completed,0,64,261.02,89.84
2840,2025-04-20,4,Thermostat Install,HVAC,534,Completed,1,76,269.71,211.78
2841,2025-04-20,16,Heat Pump Service,HVAC,26,Completed,1,108,235.49,136.02
2842,2025-04-21,4,Heat Pump Service,HVAC,570,Completed,1,102,229.62,152.83
2843,2025-04-21,18,Drain Cleaning,Plumbing,513,Rescheduled,0,64,0.0,0.0
2844,2025-04-21,9,Panel Upgrade,Electrical,38,Completed,1,351,2157.8,1617.59
2845,2025-04-21,17,Preventive Maintenance,HVAC,185,Completed,1,54,148.01,63.3
2846,2025-04-21,8,Heat Pump Service,HVAC,562,Rescheduled,0,72,0.0,0.0
2847,2025-04-21,16,Outlet & Wiring,Electrical,316,Completed,1,72,203.65,91.69
2848,2025-04-21,19,Furnace Installation,HVAC,170,Completed,1,280,4309.92,2931.83
2849,2025-04-21,9,Lighting Install,Electrical,51,Completed,1,153,323.23,240.06
2850,2025-04-21,22,Outlet & Wiring,Electrical,84,Completed,0,74,189.42,109.31
2851,2025-04-21,21,Drain Cleaning,Plumbing,215,Completed,0,70,194.32,90.2
2852,2025-04-21,8,AC Installation,HVAC,175,Completed,1,310,3597.54,3059.63
2853,2025-04-21,13,AC Repair,HVAC,151,Completed,0,80,319.73,135.93
2854,2025-04-21,1,Water Heater Repair,Plumbing,97,Rescheduled,0,80,0.0,0.0
2855,2025-04-21,6,Leak Detection,Plumbing,271,Completed,1,65,237.42,92.45
2856,2025-04-21,19,Panel Upgrade,Electrical,141,Completed,1,274,2307.78,1576.48
2857,2025-04-21,22,Drain Cleaning,Plumbing,471,Completed,1,75,201.49,93.75
2858,2025-04-21,3,Outlet & Wiring,Electrical,153,Cancelled,0,90,0.0,0.0
2859,2025-04-21,15,Outlet & Wiring,Electrical,415,Completed,1,50,203.35,113.16
2860,2025-04-21,5,Heat Pump Service,HVAC,205,Completed,1,71,281.21,119.35
2861,2025-04-21,3,Water Heater Install,Plumbing,513,Completed,0,189,1547.36,1223.8
2862,2025-04-21,8,Lighting Install,Electrical,73,Cancelled,0,114,0.0,0.0
2863,2025-04-21,9,Heat Pump Service,HVAC,215,Completed,1,92,264.28,128.06
2864,2025-04-21,5,Panel Upgrade,Electrical,13,Rescheduled,0,232,0.0,0.0
2865,2025-04-22,9,Heat Pump Service,HVAC,170,Completed,0,94,227.2,121.48
2866,2025-04-22,14,AC Repair,HVAC,93,Completed,1,89,307.67,160.41
2867,2025-04-22,16,Water Heater Install,Plumbing,155,Completed,1,272,1670.1,1199.84
2868,2025-04-22,15,AC Repair,HVAC,380,Completed,1,69,304.73,172.0
2869,2025-04-22,7,Heat Pump Service,HVAC,376,Completed,1,70,254.32,126.0
2870,2025-04-22,1,AC Installation,HVAC,526,Completed,1,317,4096.12,3183.96
2871,2025-04-22,13,AC Repair,HVAC,279,Completed,0,100,334.91,154.96
2872,2025-04-22,12,Thermostat Install,HVAC,433,Completed,1,60,259.76,204.17
2873,2025-04-22,2,Preventive Maintenance,HVAC,215,Rescheduled,0,61,0.0,0.0
2874,2025-04-22,20,AC Installation,HVAC,278,Completed,1,319,4142.23,2690.03
2875,2025-04-22,15,Thermostat Install,HVAC,539,Cancelled,0,54,0.0,0.0
2876,2025-04-22,8,Water Heater Install,Plumbing,22,Completed,1,173,1717.17,1081.57
2877,2025-04-22,14,Heat Pump Service,HVAC,583,Completed,1,77,246.98,127.55
2878,2025-04-22,7,Water Heater Repair,Plumbing,404,Completed,1,121,320.81,210.58
2879,2025-04-22,19,AC Installation,HVAC,205,Completed,1,254,4096.31,3089.56
2880,2025-04-22,24,AC Installation,HVAC,42,Rescheduled,0,288,0.0,0.0
2881,2025-04-22,2,Furnace Installation,HVAC,365,Cancelled,0,428,0.0,0.0
2882,2025-04-22,1,Furnace Repair,HVAC,422,Completed,1,100,294.67,218.63
2883,2025-04-22,2,Panel Upgrade,Electrical,290,Completed,1,247,2155.99,1468.79
2884,2025-04-22,6,Furnace Repair,HVAC,222,Completed,0,111,295.75,186.82
2885,2025-04-22,2,Drain Cleaning,Plumbing,161,Completed,1,56,183.31,73.57
2886,2025-04-22,22,AC Repair,HVAC,430,Completed,0,102,276.42,165.01
2887,2025-04-22,2,Heat Pump Service,HVAC,463,Completed,0,98,224.12,150.31
2888,2025-04-22,21,Preventive Maintenance,HVAC,570,Completed,0,69,146.08,78.11
2889,2025-04-22,15,AC Installation,HVAC,386,Completed,1,286,4443.78,3319.62
2890,2025-04-22,4,Panel Upgrade,Electrical,496,Completed,0,301,2414.38,1594.89
2891,2025-04-22,21,Preventive Maintenance,HVAC,231,Completed,1,67,159.21,76.89
2892,2025-04-22,4,Thermostat Install,HVAC,332,Cancelled,0,85,0.0,0.0
2893,2025-04-22,21,Water Heater Repair,Plumbing,575,Rescheduled,0,98,0.0,0.0
2894,2025-04-22,24,AC Repair,HVAC,425,Completed,1,83,310.11,164.96
2895,2025-04-22,20,Heat Pump Service,HVAC,372,Rescheduled,0,90,0.0,0.0
2896,2025-04-23,24,Water Heater Install,Plumbing,485,Cancelled,0,167,0.0,0.0
2897,2025-04-23,23,Water Heater Repair,Plumbing,528,Completed,1,102,287.03,196.03
2898,2025-04-23,4,Furnace Installation,HVAC,355,Completed,1,414,4851.94,3096.53
2899,2025-04-23,10,Drain Cleaning,Plumbing,99,Completed,1,64,185.37,86.2
2900,2025-04-23,14,Furnace Repair,HVAC,113,Completed,1,95,298.48,166.28
2901,2025-04-23,20,Heat Pump Service,HVAC,395,Cancelled,0,79,0.0,0.0
2902,2025-04-23,24,Leak Detection,Plumbing,221,Completed,0,84,214.95,126.51
2903,2025-04-23,10,Heat Pump Service,HVAC,437,Completed,1,90,279.2,136.0
2904,2025-04-23,22,AC Repair,HVAC,389,Completed,1,93,290.69,149.06
2905,2025-04-23,14,Furnace Repair,HVAC,387,Completed,0,114,321.6,182.6
2906,2025-04-23,21,Outlet & Wiring,Electrical,447,Completed,1,68,171.97,106.79
2907,2025-04-23,15,Heat Pump Service,HVAC,218,Completed,1,83,233.95,168.63
2908,2025-04-23,2,AC Repair,HVAC,236,Completed,0,99,319.63,162.63
2909,2025-04-23,24,Preventive Maintenance,HVAC,260,Completed,1,50,137.27,72.61
2910,2025-04-23,10,Preventive Maintenance,HVAC,242,Completed,1,58,158.55,65.93
2911,2025-04-23,17,Water Heater Repair,Plumbing,383,Completed,1,98,290.78,184.54
2912,2025-04-24,3,Leak Detection,Plumbing,515,Completed,1,111,215.56,108.62
2913,2025-04-24,6,Water Heater Install,Plumbing,524,Completed,1,161,1842.13,1020.9
2914,2025-04-24,18,Thermostat Install,HVAC,544,Cancelled,0,65,0.0,0.0
2915,2025-04-24,21,Preventive Maintenance,HVAC,600,Completed,0,52,145.32,63.3
2916,2025-04-24,3,Drain Cleaning,Plumbing,23,Completed,1,61,179.88,66.11
2917,2025-04-24,5,Leak Detection,Plumbing,411,Completed,1,77,245.2,102.38
2918,2025-04-24,8,Outlet & Wiring,Electrical,301,Completed,1,76,175.0,111.22
2919,2025-04-24,2,Thermostat Install,HVAC,301,Completed,1,62,293.39,181.37
2920,2025-04-24,17,Furnace Repair,HVAC,387,Rescheduled,0,124,0.0,0.0
2921,2025-04-24,22,Outlet & Wiring,Electrical,322,Completed,0,72,187.26,101.98
2922,2025-04-24,23,Furnace Repair,HVAC,407,Completed,1,89,349.01,177.77
2923,2025-04-24,3,Furnace Installation,HVAC,106,Completed,1,408,4237.33,2960.73
2924,2025-04-24,10,AC Repair,HVAC,198,Completed,0,90,264.52,148.16
2925,2025-04-24,14,Panel Upgrade,Electrical,160,Rescheduled,0,246,0.0,0.0
2926,2025-04-24,18,Outlet & Wiring,Electrical,520,Rescheduled,0,59,0.0,0.0
2927,2025-04-24,8,Heat Pump Service,HVAC,531,Completed,1,80,243.54,124.42
2928,2025-04-24,19,Drain Cleaning,Plumbing,367,Completed,1,49,206.45,82.66
2929,2025-04-24,3,Outlet & Wiring,Electrical,563,Completed,0,74,161.59,91.22
2930,2025-04-24,14,Panel Upgrade,Electrical,144,Rescheduled,0,225,0.0,0.0
2931,2025-04-24,5,Leak Detection,Plumbing,434,Completed,1,68,215.68,92.01
2932,2025-04-25,2,Water Heater Install,Plumbing,435,Completed,0,221,1758.39,1207.03
2933,2025-04-25,5,Water Heater Repair,Plumbing,305,Rescheduled,0,84,0.0,0.0
2934,2025-04-25,23,AC Repair,HVAC,186,Completed,1,97,335.69,187.12
2935,2025-04-25,8,Outlet & Wiring,Electrical,145,Completed,0,71,198.57,106.35
2936,2025-04-25,24,Water Heater Repair,Plumbing,32,Completed,1,85,332.99,193.57
2937,2025-04-25,15,Water Heater Repair,Plumbing,147,Completed,1,75,317.02,199.83
2938,2025-04-25,23,Furnace Installation,HVAC,264,Completed,1,317,3938.45,3372.71
2939,2025-04-25,6,Outlet & Wiring,Electrical,592,Completed,0,56,191.82,94.31
2940,2025-04-25,21,Lighting Install,Electrical,434,Completed,1,136,331.47,280.56
2941,2025-04-25,17,Water Heater Repair,Plumbing,30,Completed,0,82,289.38,168.47
2942,2025-04-25,12,AC Repair,HVAC,529,Completed,1,90,306.96,176.96
2943,2025-04-25,19,Water Heater Repair,Plumbing,452,Completed,1,75,298.17,166.41
