invoice_id,job_id,issue_date,amount,status,paid_date
2417,3194,2025-05-08,271.6,Paid,2025-05-11
2418,3195,2025-05-08,315.88,Paid,2025-05-25
2419,3196,2025-05-07,3901.18,Paid,2025-05-09
2420,3197,2025-05-07,4118.2,Overdue,
2421,3198,2025-05-08,152.96,Paid,2025-05-14
2422,3199,2025-05-07,303.97,Paid,2025-06-06
2423,3200,2025-05-08,195.76,Outstanding,
2424,3202,2025-05-07,4894.64,Paid,2025-06-05
2425,3203,2025-05-06,4426.95,Paid,2025-06-03
2426,3204,2025-05-06,151.2,Paid,2025-05-29
2427,3205,2025-05-07,3935.35,Outstanding,
2428,3206,2025-05-07,4419.34,Overdue,
2429,3207,2025-05-07,265.1,Outstanding,
2430,3209,2025-05-08,2109.08,Paid,2025-06-02
2431,3210,2025-05-07,262.33,Paid,2025-05-10
2432,3211,2025-05-09,201.27,Paid,2025-05-28
2433,3212,2025-05-07,377.34,Outstanding,
2434,3213,2025-05-09,284.13,Paid,2025-05-29
2435,3214,2025-05-09,395.78,Paid,2025-06-01
2436,3215,2025-05-07,1887.53,Paid,2025-05-25
2437,3216,2025-05-07,1899.48,Overdue,
2438,3217,2025-05-07,299.86,Overdue,
2439,3222,2025-05-09,334.62,Paid,2025-06-08
2440,3224,2025-05-08,4022.12,Overdue,
2441,3226,2025-05-08,310.67,Paid,2025-05-23
2442,3227,2025-05-07,259.41,Paid,2025-05-10
2443,3228,2025-05-08,299.02,Paid,2025-05-17
2444,3229,2025-05-07,163.55,Outstanding,
2445,3230,2025-05-07,244.35,Paid,2025-05-09
2446,3231,2025-05-09,2085.92,Overdue,
2447,3232,2025-05-09,1534.6,Paid,2025-05-18
2448,3233,2025-05-08,324.37,Paid,2025-06-06
2449,3234,2025-05-08,2245.58,Paid,2025-05-16
2450,3235,2025-05-10,342.17,Paid,2025-05-12
2451,3237,2025-05-08,2225.01,Paid,2025-06-05
2452,3239,2025-05-09,398.39,Outstanding,
2453,3240,2025-05-10,153.82,Paid,2025-05-13
2454,3242,2025-05-09,167.98,Outstanding,
2455,3243,2025-05-08,322.49,Paid,2025-05-27
2456,3244,2025-05-10,162.78,Outstanding,
2457,3245,2025-05-09,2315.24,Paid,2025-05-17
2458,3247,2025-05-09,336.73,Paid,2025-06-08
2459,3248,2025-05-09,275.14,Paid,2025-06-07
2460,3250,2025-05-10,190.19,Paid,2025-05-28
2461,3251,2025-05-09,180.26,Overdue,
2462,3252,2025-05-09,4955.3,Paid,2025-06-07
2463,3253,2025-05-09,255.87,Overdue,
2464,3254,2025-05-09,320.43,Outstanding,
2465,3256,2025-05-11,2391.22,Paid,2025-05-19
2466,3257,2025-05-10,183.96,Paid,2025-05-17
2467,3258,2025-05-11,4221.01,Overdue,
2468,3260,2025-05-09,4321.67,Paid,2025-05-17
2469,3261,2025-05-09,357.85,Paid,2025-05-20
2470,3262,2025-05-09,388.37,Paid,2025-06-07
2471,3267,2025-05-10,3784.01,Paid,2025-06-03
2472,3268,2025-05-11,154.89,Overdue,
2473,3270,2025-05-11,289.69,Paid,2025-06-06
2474,3271,2025-05-10,2122.6,Overdue,
2475,3273,2025-05-09,166.8,Overdue,
2476,3274,2025-05-11,258.15,Overdue,
2477,3275,2025-05-09,192.73,Overdue,
2478,3276,2025-05-11,311.73,Paid,2025-05-25
2479,3277,2025-05-09,1839.71,Paid,2025-05-26
2480,3279,2025-05-12,325.07,Outstanding,
2481,3280,2025-05-12,303.19,Overdue,
2482,3284,2025-05-12,172.38,Overdue,
2483,3285,2025-05-11,1997.27,Overdue,
2484,3287,2025-05-11,3890.4,Paid,2025-06-09
2485,3288,2025-05-12,329.06,Paid,2025-06-08
2486,3289,2025-05-10,342.3,Paid,2025-06-08
2487,3291,2025-05-12,259.28,Outstanding,
2488,3292,2025-05-11,280.86,Outstanding,
2489,3293,2025-05-11,265.02,Paid,2025-06-08
2490,3294,2025-05-12,311.24,Paid,2025-05-19
2491,3296,2025-05-12,197.05,Paid,2025-05-21
2492,3301,2025-05-11,246.96,Paid,2025-05-22
2493,3302,2025-05-11,228.18,Paid,2025-05-17
2494,3303,2025-05-11,3982.93,Paid,2025-05-30
2495,3304,2025-05-12,229.79,Paid,2025-06-03
2496,3305,2025-05-13,338.45,Outstanding,
2497,3306,2025-05-11,4770.18,Paid,2025-06-06
2498,3307,2025-05-12,310.56,Paid,2025-05-15
2499,3309,2025-05-12,161.95,Paid,2025-05-22
2500,3312,2025-05-14,300.67,Outstanding,
2501,3313,2025-05-12,208.46,Paid,2025-05-15
2502,3314,2025-05-12,276.64,Paid,2025-06-02
2503,3316,2025-05-13,331.26,Paid,2025-05-21
2504,3318,2025-05-14,228.67,Paid,2025-05-20
2505,3319,2025-05-14,272.42,Paid,2025-06-13
2506,3320,2025-05-14,177.2,Paid,2025-06-04
2507,3321,2025-05-12,1894.03,Paid,2025-05-16
2508,3325,2025-05-13,3704.91,Paid,2025-06-08
2509,3326,2025-05-12,322.91,Paid,2025-05-21
2510,3327,2025-05-14,211.64,Overdue,
2511,3328,2025-05-14,361.92,Paid,2025-05-24
2512,3329,2025-05-12,288.83,Paid,2025-05-18
2513,3330,2025-05-14,172.67,Paid,2025-06-10
2514,3331,2025-05-14,1993.63,Paid,2025-06-04
2515,3333,2025-05-12,262.97,Outstanding,
2516,3334,2025-05-13,2258.05,Paid,2025-05-22
2517,3335,2025-05-12,253.67,Paid,2025-05-26
2518,3337,2025-05-13,365.15,Paid,2025-06-03
2519,3338,2025-05-13,1771.65,Overdue,
2520,3340,2025-05-13,164.47,Outstanding,
2521,3342,2025-05-13,4152.36,Paid,2025-05-22
2522,3343,2025-05-13,4457.37,Outstanding,
2523,3344,2025-05-13,171.98,Paid,2025-05-22
2524,3345,2025-05-13,318.01,Outstanding,
2525,3346,2025-05-14,237.3,Paid,2025-06-09
2526,3347,2025-05-15,209.22,Paid,2025-05-28
2527,3349,2025-05-15,307.67,Paid,2025-06-10
2528,3350,2025-05-15,332.8,Overdue,
2529,3351,2025-05-13,155.07,Paid,2025-05-25
2530,3352,2025-05-13,157.22,Paid,2025-06-06
2531,3353,2025-05-13,152.97,Overdue,
2532,3354,2025-05-14,1787.4,Paid,2025-05-21
2533,3355,2025-05-13,360.21,Paid,2025-05-19
2534,3356,2025-05-13,304.19,Paid,2025-05-25
2535,3357,2025-05-14,335.82,Outstanding,
2536,3359,2025-05-13,365.05,Paid,2025-05-22
2537,3362,2025-05-14,360.66,Paid,2025-06-07
2538,3363,2025-05-15,240.32,Paid,2025-05-24
2539,3366,2025-05-14,328.38,Paid,2025-06-10
2540,3367,2025-05-13,165.54,Paid,2025-05-20
2541,3368,2025-05-16,1652.71,Overdue,
2542,3369,2025-05-16,4503.49,Overdue,
2543,3371,2025-05-16,239.4,Paid,2025-05-26
2544,3374,2025-05-16,274.86,Paid,2025-06-08
2545,3375,2025-05-16,2032.01,Paid,2025-05-27
2546,3376,2025-05-14,325.26,Overdue,
2547,3379,2025-05-15,293.2,Paid,2025-05-29
2548,3380,2025-05-16,222.16,Paid,2025-06-02
2549,3381,2025-05-15,337.69,Paid,2025-06-07
2550,3382,2025-05-15,2016.97,Outstanding,
2551,3384,2025-05-14,171.6,Paid,2025-06-11
2552,3385,2025-05-14,198.27,Paid,2025-05-31
2553,3386,2025-05-15,3560.67,Paid,2025-05-25
2554,3387,2025-05-16,1676.65,Outstanding,
2555,3388,2025-05-15,193.9,Overdue,
2556,3389,2025-05-14,342.17,Paid,2025-05-24
2557,3391,2025-05-15,352.54,Paid,2025-05-28
2558,3392,2025-05-16,152.44,Paid,2025-06-15
2559,3393,2025-05-16,163.2,Overdue,
2560,3394,2025-05-14,254.96,Paid,2025-05-23
2561,3395,2025-05-14,1877.96,Outstanding,
2562,3396,2025-05-15,161.74,Paid,2025-06-11
2563,3397,2025-05-17,278.17,Paid,2025-05-26
2564,3398,2025-05-17,4591.47,Paid,2025-06-10
2565,3399,2025-05-15,339.66,Paid,2025-05-25
2566,3400,2025-05-16,1607.74,Paid,2025-05-18
2567,3402,2025-05-17,228.51,Paid,2025-06-02
2568,3403,2025-05-15,151.05,Paid,2025-05-16
2569,3404,2025-05-16,188.05,Paid,2025-05-24
2570,3405,2025-05-17,168.85,Overdue,
2571,3411,2025-05-15,155.87,Overdue,
2572,3412,2025-05-17,294.71,Paid,2025-05-20
2573,3413,2025-05-17,247.41,Paid,2025-06-12
2574,3415,2025-05-15,225.53,Paid,2025-05-25
2575,3417,2025-05-16,236.04,Overdue,
2576,3418,2025-05-16,170.47,Overdue,
2577,3420,2025-05-15,2436.91,Paid,2025-05-29
2578,3423,2025-05-15,298.14,Outstanding,
2579,3424,2025-05-16,320.81,Paid,2025-05-26
2580,3426,2025-05-16,307.33,Paid,2025-06-06
2581,3427,2025-05-16,170.98,Paid,2025-05-29
2582,3428,2025-05-16,366.59,Paid,2025-05-22
2583,3430,2025-05-17,4374.25,Paid,2025-06-06
2584,3432,2025-05-18,1778.43,Paid,2025-06-17
2585,3433,2025-05-16,310.88,Paid,2025-06-06
2586,3434,2025-05-17,3592.99,Paid,2025-05-30
2587,3436,2025-05-16,1658.6,Overdue,
2588,3440,2025-05-17,139.64,Paid,2025-06-14
2589,3441,2025-05-16,1990.52,Paid,2025-05-25
2590,3442,2025-05-18,198.68,Outstanding,
2591,3444,2025-05-17,247.63,Paid,2025-05-23
2592,3445,2025-05-18,1831.99,Overdue,
2593,3446,2025-05-17,230.4,Paid,2025-06-11
2594,3447,2025-05-16,4040.83,Paid,2025-06-07
2595,3448,2025-05-17,334.58,Paid,2025-06-05
2596,3450,2025-05-18,241.45,Outstanding,
2597,3451,2025-05-16,299.3,Paid,2025-06-11
2598,3452,2025-05-17,4939.92,Paid,2025-05-23
2599,3453,2025-05-17,4603.09,Paid,2025-05-21
2600,3454,2025-05-16,167.66,Paid,2025-05-18
2601,3455,2025-05-18,382.04,Paid,2025-05-21
2602,3456,2025-05-18,273.55,Overdue,
2603,3459,2025-05-18,148.98,Paid,2025-06-06
2604,3461,2025-05-16,4073.56,Paid,2025-05-28
2605,3462,2025-05-19,215.77,Overdue,
2606,3463,2025-05-17,203.0,Paid,2025-06-11
2607,3464,2025-05-18,140.6,Paid,2025-05-30
2608,3465,2025-05-18,326.89,Overdue,
2609,3466,2025-05-19,304.5,Paid,2025-06-11
2610,3467,2025-05-18,258.84,Outstanding,
2611,3469,2025-05-18,313.82,Paid,2025-06-04
2612,3470,2025-05-19,3764.24,Paid,2025-05-28
2613,3471,2025-05-18,291.14,Paid,2025-06-02
2614,3474,2025-05-19,4024.15,Paid,2025-06-17
2615,3475,2025-05-18,239.43,Paid,2025-06-08
2616,3476,2025-05-17,296.95,Paid,2025-06-07
2617,3477,2025-05-18,363.96,Paid,2025-05-26
2618,3478,2025-05-19,224.26,Overdue,
2619,3479,2025-05-18,170.72,Paid,2025-05-20
2620,3480,2025-05-20,4451.42,Paid,2025-06-18
2621,3482,2025-05-19,227.26,Paid,2025-06-02
2622,3483,2025-05-18,148.69,Overdue,
2623,3484,2025-05-18,287.49,Paid,2025-05-21
2624,3485,2025-05-20,219.16,Paid,2025-05-26
2625,3486,2025-05-19,198.05,Paid,2025-05-24
2626,3488,2025-05-18,3909.42,Paid,2025-06-01
2627,3489,2025-05-20,144.75,Overdue,
2628,3490,2025-05-20,276.38,Outstanding,
2629,3491,2025-05-19,3905.62,Paid,2025-05-22
2630,3492,2025-05-18,209.12,Overdue,
2631,3493,2025-05-18,264.93,Paid,2025-05-19
2632,3494,2025-05-19,240.27,Paid,2025-06-01
2633,3495,2025-05-19,254.78,Paid,2025-05-25
2634,3496,2025-05-20,289.44,Paid,2025-06-18
2635,3497,2025-05-19,184.16,Paid,2025-05-25
2636,3498,2025-05-19,187.56,Overdue,
2637,3499,2025-05-21,243.14,Overdue,
2638,3500,2025-05-19,239.94,Paid,2025-06-08
2639,3501,2025-05-21,4238.13,Overdue,
2640,3502,2025-05-19,348.21,Paid,2025-05-30
2641,3503,2025-05-21,322.0,Overdue,
2642,3504,2025-05-19,241.32,Overdue,
2643,3505,2025-05-20,247.34,Overdue,
2644,3506,2025-05-19,300.85,Paid,2025-06-06
2645,3508,2025-05-20,336.11,Overdue,
2646,3509,2025-05-20,321.71,Outstanding,
2647,3510,2025-05-21,252.76,Paid,2025-06-17
2648,3511,2025-05-21,4922.77,Paid,2025-06-06
2649,3512,2025-05-19,370.24,Overdue,
2650,3513,2025-05-20,3961.08,Overdue,
2651,3517,2025-05-19,4214.48,Paid,2025-06-09
2652,3519,2025-05-20,228.25,Paid,2025-06-12
2653,3520,2025-05-19,231.03,Overdue,
2654,3522,2025-05-19,161.1,Paid,2025-06-11
2655,3524,2025-05-20,256.85,Paid,2025-06-09
2656,3525,2025-05-21,349.89,Paid,2025-05-31
2657,3526,2025-05-20,197.65,Paid,2025-06-17
2658,3527,2025-05-20,195.56,Overdue,
2659,3528,2025-05-21,215.43,Overdue,
2660,3530,2025-05-22,3559.3,Paid,2025-05-30
2661,3531,2025-05-22,316.29,Outstanding,
2662,3532,2025-05-21,1851.51,Paid,2025-05-24
2663,3534,2025-05-22,274.24,Paid,2025-05-28
2664,3535,2025-05-22,4467.94,Paid,2025-05-27
2665,3536,2025-05-20,304.14,Paid,2025-05-27
2666,3537,2025-05-21,1944.77,Overdue,
2667,3538,2025-05-22,1911.73,Outstanding,
2668,3539,2025-05-20,230.52,Paid,2025-06-01
2669,3540,2025-05-20,192.53,Paid,2025-06-14
2670,3541,2025-05-20,339.83,Paid,2025-05-25
2671,3542,2025-05-22,228.65,Paid,2025-06-18
2672,3544,2025-05-22,274.01,Overdue,
2673,3546,2025-05-20,4302.52,Paid,2025-05-27
2674,3547,2025-05-22,4762.28,Paid,2025-06-02
2675,3548,2025-05-21,305.61,Overdue,
2676,3549,2025-05-21,312.51,Paid,2025-06-13
2677,3550,2025-05-22,3633.91,Paid,2025-05-29
2678,3551,2025-05-22,256.92,Paid,2025-05-29
2679,3552,2025-05-22,337.75,Paid,2025-05-29
2680,3553,2025-05-23,306.24,Paid,2025-05-29
2681,3555,2025-05-23,4954.63,Paid,2025-06-14
2682,3556,2025-05-21,1984.96,Paid,2025-06-01
2683,3559,2025-05-23,308.92,Paid,2025-06-13
2684,3560,2025-05-23,216.53,Overdue,
2685,3561,2025-05-22,3746.75,Paid,2025-06-14
2686,3562,2025-05-23,295.03,Paid,2025-05-25
2687,3563,2025-05-21,292.72,Paid,2025-05-25
2688,3566,2025-05-22,350.61,Paid,2025-06-08
2689,3570,2025-05-23,169.25,Outstanding,
2690,3571,2025-05-22,141.26,Outstanding,
2691,3572,2025-05-22,4665.6,Paid,2025-06-10
2692,3573,2025-05-21,214.13,Paid,2025-06-19
2693,3574,2025-05-22,220.99,Paid,2025-06-04
2694,3575,2025-05-21,279.8,Overdue,
2695,3577,2025-05-23,4692.08,Paid,2025-05-26
2696,3580,2025-05-21,198.86,Paid,2025-06-05
2697,3581,2025-05-21,191.68,Outstanding,
2698,3582,2025-05-22,2105.41,Outstanding,
2699,3584,2025-05-22,291.76,Paid,2025-05-30
2700,3586,2025-05-24,2237.44,Paid,2025-06-19
2701,3587,2025-05-24,382.92,Outstanding,
2702,3588,2025-05-23,1919.99,Paid,2025-06-11
2703,3589,2025-05-24,196.99,Outstanding,
2704,3590,2025-05-23,364.41,Paid,2025-06-21
2705,3591,2025-05-23,268.86,Paid,2025-06-16
2706,3592,2025-05-24,204.0,Outstanding,
2707,3593,2025-05-23,348.53,Overdue,
2708,3594,2025-05-23,325.86,Paid,2025-06-19
2709,3596,2025-05-23,3629.71,Paid,2025-05-31
2710,3597,2025-05-22,223.98,Paid,2025-06-15
2711,3598,2025-05-24,150.16,Outstanding,
2712,3600,2025-05-24,164.08,Paid,2025-06-15
2713,3601,2025-05-22,209.42,Paid,2025-05-27
2714,3602,2025-05-24,216.15,Paid,2025-06-19
2715,3603,2025-05-23,173.03,Outstanding,
2716,3604,2025-05-24,1874.09,Paid,2025-06-10
2717,3605,2025-05-24,185.61,Paid,2025-06-22
2718,3607,2025-05-22,302.88,Paid,2025-06-10
2719,3608,2025-05-22,2365.94,Paid,2025-06-04
2720,3609,2025-05-23,1750.94,Overdue,
2721,3610,2025-05-22,1849.93,Overdue,
2722,3611,2025-05-23,261.36,Overdue,
2723,3614,2025-05-23,357.31,Overdue,
2724,3615,2025-05-24,4752.03,Paid,2025-06-11
2725,3616,2025-05-24,227.07,Paid,2025-05-27
2726,3619,2025-05-23,1822.23,Outstanding,
2727,3622,2025-05-25,4600.27,Outstanding,
2728,3624,2025-05-25,323.92,Paid,2025-05-28
2729,3625,2025-05-24,318.12,Paid,2025-06-01
2730,3629,2025-05-23,237.26,Overdue,
2731,3630,2025-05-25,298.75,Paid,2025-06-22
2732,3631,2025-05-25,168.33,Outstanding,
2733,3632,2025-05-24,1786.08,Paid,2025-05-25
2734,3635,2025-05-23,168.11,Overdue,
2735,3637,2025-05-25,1820.48,Paid,2025-06-07
2736,3642,2025-05-23,1797.58,Paid,2025-05-25
2737,3643,2025-05-25,206.25,Paid,2025-06-21
2738,3644,2025-05-24,243.98,Paid,2025-06-08
2739,3645,2025-05-25,247.68,Outstanding,
2740,3646,2025-05-25,215.82,Paid,2025-06-13
2741,3648,2025-05-25,4888.36,Paid,2025-05-27
2742,3649,2025-05-25,363.01,Paid,2025-06-24
2743,3650,2025-05-26,206.31,Paid,2025-06-20
2744,3653,2025-05-25,3571.08,Paid,2025-06-06
2745,3655,2025-05-26,317.75,Overdue,
2746,3657,2025-05-24,2411.32,Paid,2025-06-11
2747,3658,2025-05-26,347.36,Paid,2025-06-10
2748,3659,2025-05-27,208.12,Paid,2025-06-22
2749,3660,2025-05-26,151.57,Overdue,
2750,3663,2025-05-27,177.52,Paid,2025-06-13
2751,3665,2025-05-26,182.76,Overdue,
2752,3669,2025-05-26,336.18,Paid,2025-06-23
2753,3671,2025-05-25,307.71,Paid,2025-06-05
2754,3673,2025-05-28,136.74,Overdue,
2755,3674,2025-05-26,1531.59,Paid,2025-05-28
2756,3675,2025-05-26,319.83,Paid,2025-06-15
2757,3676,2025-05-27,168.65,Paid,2025-06-04
2758,3677,2025-05-28,1818.91,Overdue,
2759,3678,2025-05-26,188.09,Paid,2025-05-27
2760,3680,2025-05-26,324.26,Overdue,
2761,3681,2025-05-28,340.67,Paid,2025-06-24
2762,3683,2025-05-26,4110.28,Paid,2025-06-06
2763,3684,2025-05-27,4010.51,Overdue,
2764,3685,2025-05-26,201.18,Paid,2025-06-05
2765,3686,2025-05-28,376.04,Outstanding,
2766,3688,2025-05-27,241.56,Outstanding,
2767,3689,2025-05-27,262.42,Outstanding,
2768,3690,2025-05-26,284.54,Paid,2025-06-23
2769,3691,2025-05-27,231.62,Overdue,
2770,3692,2025-05-28,305.92,Overdue,
2771,3695,2025-05-26,3550.73,Overdue,
2772,3696,2025-05-28,204.86,Paid,2025-06-16
2773,3697,2025-05-27,294.07,Paid,2025-06-11
2774,3699,2025-05-27,1601.79,Paid,2025-06-18
2775,3700,2025-05-27,4176.65,Overdue,
2776,3703,2025-05-29,321.34,Paid,2025-06-20
2777,3705,2025-05-28,4215.73,Paid,2025-06-08
2778,3707,2025-05-28,302.46,Outstanding,
2779,3711,2025-05-29,4397.31,Paid,2025-06-04
2780,3712,2025-05-29,341.29,Paid,2025-06-19
2781,3713,2025-05-28,1624.12,Overdue,
2782,3714,2025-05-28,4457.46,Paid,2025-06-06
2783,3715,2025-05-28,3668.53,Paid,2025-06-20
2784,3717,2025-05-27,153.39,Paid,2025-06-19
2785,3718,2025-05-29,3526.65,Paid,2025-06-03
2786,3719,2025-05-27,252.61,Overdue,
2787,3720,2025-05-28,214.1,Paid,2025-06-22
2788,3721,2025-05-28,1895.28,Overdue,
2789,3722,2025-05-27,308.86,Paid,2025-06-20
2790,3725,2025-05-29,392.56,Paid,2025-06-07
2791,3727,2025-05-27,301.84,Paid,2025-06-15
2792,3728,2025-05-27,327.29,Paid,2025-06-15
2793,3729,2025-05-27,2094.42,Outstanding,
2794,3730,2025-05-29,163.26,Paid,2025-06-19
2795,3731,2025-05-29,320.39,Paid,2025-06-08
2796,3732,2025-05-29,1884.3,Paid,2025-06-06
2797,3734,2025-05-29,2409.07,Paid,2025-06-19
2798,3735,2025-05-29,168.39,Overdue,
2799,3736,2025-05-30,199.25,Paid,2025-06-10
2800,3737,2025-05-29,156.53,Paid,2025-06-23
2801,3739,2025-05-30,378.43,Paid,2025-06-28
2802,3740,2025-05-30,204.46,Paid,2025-06-16
2803,3741,2025-05-29,2165.64,Paid,2025-06-28
2804,3742,2025-05-29,237.21,Paid,2025-06-24
2805,3743,2025-05-30,209.75,Overdue,
2806,3745,2025-05-28,275.45,Overdue,
2807,3746,2025-05-29,232.93,Overdue,
2808,3747,2025-05-29,193.71,Paid,2025-06-21
2809,3748,2025-05-30,236.87,Paid,2025-06-01
2810,3749,2025-05-30,1755.72,Paid,2025-06-17
2811,3750,2025-05-29,4476.57,Paid,2025-06-06
2812,3751,2025-05-29,3897.45,Outstanding,
2813,3752,2025-05-30,167.47,Overdue,
2814,3753,2025-05-29,1638.35,Outstanding,
2815,3759,2025-05-29,4342.85,Overdue,
2816,3760,2025-05-30,337.5,Paid,2025-06-17
2817,3761,2025-05-31,353.01,Paid,2025-06-10
2818,3762,2025-05-30,138.62,Outstanding,
2819,3767,2025-05-29,346.8,Paid,2025-06-14
2820,3770,2025-05-29,262.9,Overdue,
2821,3771,2025-05-31,4306.2,Paid,2025-06-12
2822,3772,2025-05-30,4295.46,Outstanding,
2823,3774,2025-05-30,373.75,Paid,2025-06-12
2824,3775,2025-05-30,1683.03,Paid,2025-06-11
2825,3776,2025-05-29,2096.65,Outstanding,
2826,3777,2025-05-31,371.35,Outstanding,
2827,3778,2025-05-29,389.67,Outstanding,
2828,3780,2025-05-31,232.94,Outstanding,
2829,3781,2025-05-29,2175.01,Outstanding,
2830,3782,2025-05-29,1984.77,Overdue,
2831,3783,2025-05-31,2074.48,Paid,2025-06-02
2832,3784,2025-05-31,174.51,Outstanding,
2833,3787,2025-06-01,3627.89,Paid,2025-06-12
2834,3788,2025-05-30,162.97,Paid,2025-06-27
2835,3789,2025-05-30,196.11,Paid,2025-06-21
2836,3790,2025-05-30,147.14,Outstanding,
2837,3791,2025-06-01,209.93,Outstanding,
2838,3792,2025-05-31,337.49,Paid,2025-06-24
2839,3793,2025-05-31,4606.49,Paid,2025-06-09
2840,3794,2025-06-01,229.07,Paid,2025-06-07
2841,3796,2025-06-01,280.98,Paid,2025-06-17
2842,3797,2025-06-01,334.07,Paid,2025-06-18
2843,3798,2025-05-31,313.93,Paid,2025-06-05
2844,3799,2025-06-01,205.29,Paid,2025-06-11
2845,3801,2025-05-30,284.91,Outstanding,
2846,3802,2025-05-30,287.84,Paid,2025-06-28
2847,3803,2025-06-01,147.41,Outstanding,
2848,3805,2025-05-30,373.35,Paid,2025-06-15
2849,3806,2025-06-01,327.07,Paid,2025-06-29
2850,3807,2025-05-31,141.13,Paid,2025-06-01
2851,3808,2025-06-01,2295.92,Paid,2025-06-13
2852,3809,2025-05-31,239.11,Paid,2025-06-13
2853,3810,2025-06-01,179.72,Paid,2025-06-09
2854,3811,2025-06-02,225.17,Paid,2025-06-08
2855,3812,2025-06-02,262.55,Overdue,
2856,3815,2025-06-01,307.86,Outstanding,
2857,3816,2025-05-31,305.22,Paid,2025-06-14
2858,3817,2025-06-02,358.86,Overdue,
2859,3819,2025-05-31,269.49,Paid,2025-06-25
2860,3820,2025-05-31,189.16,Overdue,
2861,3822,2025-06-02,341.11,Paid,2025-06-05
2862,3823,2025-06-01,262.4,Paid,2025-06-07
2863,3824,2025-05-31,317.19,Paid,2025-06-30
2864,3825,2025-06-02,169.92,Overdue,
2865,3827,2025-06-02,2398.57,Paid,2025-06-07
2866,3828,2025-06-02,179.77,Paid,2025-06-18
2867,3831,2025-06-02,1615.0,Paid,2025-07-02
2868,3833,2025-06-03,264.54,Paid,2025-06-07
2869,3834,2025-06-02,305.42,Paid,2025-06-20
2870,3835,2025-06-01,381.04,Paid,2025-06-20
2871,3836,2025-06-01,3925.05,Paid,2025-06-17
2872,3837,2025-06-03,348.59,Overdue,
2873,3840,2025-06-01,243.68,Overdue,
2874,3841,2025-06-02,305.6,Paid,2025-06-25
2875,3842,2025-06-02,226.11,Overdue,
2876,3843,2025-06-02,310.55,Paid,2025-06-20
2877,3845,2025-06-01,216.9,Paid,2025-06-03
2878,3846,2025-06-02,1760.76,Paid,2025-06-24
2879,3848,2025-06-03,399.71,Overdue,
2880,3850,2025-06-02,329.51,Paid,2025-06-05
2881,3851,2025-06-03,146.15,Paid,2025-06-04
2882,3852,2025-06-03,4480.93,Paid,2025-06-05
2883,3855,2025-06-01,180.14,Paid,2025-06-05
2884,3856,2025-06-03,326.19,Overdue,
2885,3857,2025-06-02,208.08,Paid,2025-06-27
2886,3858,2025-06-04,341.88,Paid,2025-06-26
2887,3859,2025-06-04,310.75,Paid,2025-06-26
2888,3860,2025-06-04,190.1,Overdue,
2889,3861,2025-06-02,4267.23,Overdue,
2890,3863,2025-06-04,219.22,Paid,2025-07-02
2891,3864,2025-06-02,246.98,Paid,2025-06-18
2892,3865,2025-06-04,355.13,Paid,2025-06-08
2893,3866,2025-06-04,3933.29,Overdue,
2894,3868,2025-06-03,1732.04,Paid,2025-06-18
2895,3869,2025-06-02,358.47,Outstanding,
2896,3871,2025-06-02,374.07,Paid,2025-06-21
2897,3872,2025-06-04,278.7,Paid,2025-06-12
2898,3873,2025-06-04,305.3,Paid,2025-06-11
2899,3874,2025-06-02,3568.26,Outstanding,
2900,3875,2025-06-03,1766.79,Outstanding,
2901,3876,2025-06-02,397.68,Paid,2025-06-08
2902,3877,2025-06-03,284.39,Paid,2025-06-30
2903,3878,2025-06-03,169.34,Overdue,
2904,3879,2025-06-03,167.1,Paid,2025-07-03
2905,3880,2025-06-04,205.42,Overdue,
2906,3881,2025-06-03,4177.92,Outstanding,
2907,3882,2025-06-04,156.18,Paid,2025-06-19
2908,3883,2025-06-03,4878.95,Paid,2025-06-07
2909,3884,2025-06-04,271.5,Paid,2025-06-15
2910,3885,2025-06-05,1676.32,Paid,2025-06-29
2911,3886,2025-06-05,253.22,Overdue,
2912,3887,2025-06-05,174.5,Outstanding,
2913,3888,2025-06-05,370.01,Paid,2025-06-06
2914,3889,2025-06-04,354.04,Paid,2025-06-18
2915,3890,2025-06-04,324.35,Overdue,
2916,3891,2025-06-03,4390.03,Paid,2025-06-30
2917,3892,2025-06-04,3920.39,Paid,2025-06-25
2918,3893,2025-06-04,239.39,Paid,2025-06-11
2919,3894,2025-06-04,283.29,Paid,2025-06-19
2920,3895,2025-06-05,305.83,Paid,2025-06-22
2921,3896,2025-06-03,1932.6,Overdue,
2922,3897,2025-06-05,3634.75,Overdue,
2923,3898,2025-06-05,242.71,Outstanding,
2924,3899,2025-06-05,199.92,Paid,2025-06-24
2925,3900,2025-06-05,324.3,Paid,2025-06-18
2926,3901,2025-06-05,1741.59,Paid,2025-06-25
2927,3902,2025-06-04,1995.91,Overdue,
2928,3906,2025-06-05,202.58,Paid,2025-06-16
2929,3907,2025-06-05,1593.66,Outstanding,
2930,3908,2025-06-06,168.14,Paid,2025-06-12
2931,3909,2025-06-05,3985.94,Outstanding,
2932,3910,2025-06-04,1677.4,Outstanding,
2933,3911,2025-06-05,4819.15,Overdue,
2934,3912,2025-06-06,2352.62,Outstanding,
2935,3916,2025-06-05,353.99,Outstanding,
2936,3919,2025-06-04,192.95,Overdue,
2937,3920,2025-06-05,146.73,Paid,2025-06-14
2938,3922,2025-06-05,224.28,Paid,2025-06-06
2939,3923,2025-06-04,1666.46,Paid,2025-07-04
